county,Baseline coverage,NEVI.coverage,AFC.coverage
01001,0.1610404657793791,0.03464768058564702,0.8931021528350126
01003,0.03252143784880815,0.02586737906390923,0.8877920001537444
01005,0.14968735075204792,0.020531929838372598,0.902988500884563
01007,0.03106662998416981,0.03063901139942161,0.8811784707865579
01009,0.053952725149061645,0.03710830167321048,0.891187807256993
01011,0.15089873513123944,0.021576345354274308,0.8988815017147046
01013,0.02647541051175854,0.01448910452335588,0.8843827786519609
01015,0.16512474578476197,0.09846271998105328,0.8958501701192088
01017,0.13610637351397809,0.09620685333765638,0.8995859877898614
01019,0.160427854835214,0.0952143528494028,0.8935200529864391
01021,0.03718108871405326,0.03440067388518233,0.8902132758042046
01023,0.029467040486367946,0.00743656170725215,0.8942360298273475
01025,0.01895112354850174,0.012400846343014211,0.8923703424166167
01027,0.14780429148934393,0.10588500927024418,0.8977247812296535
01029,0.15520662887385103,0.09629705988033536,0.8972535288033857
01031,0.024362964830686416,0.018105185241237377,0.892891765285828
01033,0.016230909758604264,0.013729489961853861,0.8774016457080183
01035,0.025354687533302066,0.018304850344202945,0.8849649856332232
01037,0.15239687089320125,0.03476377839287782,0.8959777581332328
01039,0.032612186345217745,0.023787301806063203,0.8834475769881371
01041,0.15606869014920632,0.017586273124417323,0.8900799682228128
01043,0.054096134871276194,0.03585594380086329,0.8836926902735888
01045,0.017129425530666112,0.017129425530666112,0.8997998198752551
01047,0.033843623305314124,0.027271772949268636,0.881895173007449
01049,0.15743920914355233,0.038809198361777944,0.8863300861591024
01051,0.1606436254463431,0.026159429607439992,0.8950961411762466
01053,0.023703337812684983,0.02284979425100421,0.8795960858793076
01055,0.16257697178717403,0.03976032010924739,0.8938536148613279
01057,0.0275826279729163,0.020624498239059735,0.8681998944292955
01059,0.03583479135027849,0.014750312621280895,0.8752885608555868
01061,0.02221672865459193,0.020992815308189826,0.9003947837687815
01063,0.0256434004663548,0.017228229263745346,0.8893703025850211
01065,0.02489233938366879,0.015571127733331165,0.8861201778871269
01067,0.023103849295805525,0.02138233893099521,0.9024249961075332
01069,0.2786738810810954,0.02269005426412257,0.9030500966245296
01071,0.05036691734267108,0.02914074440301766,0.8906551930297049
01073,0.03947157426185158,0.03046799982668912,0.890015155892594
01075,0.027745940662177938,0.01972070452044137,0.8836019399353403
01077,0.04180677804150931,0.016415444166401425,0.8784664829491405
01079,0.03432375744250999,0.018029066048508003,0.876177863765709
01081,0.1368895493002516,0.01985466508032297,0.8993019862332036
01083,0.07497912814722402,0.03981330577766758,0.8853396673220403
01085,0.1665420270637428,0.02168294089426249,0.8844121402954026
01087,0.14448959208432507,0.02263058220213181,0.8993388966922893
01089,0.05485613967010666,0.02222327304327544,0.8858732085667065
01091,0.02683999451238976,0.017693587044552855,0.8906935290300363
01093,0.038208042600612724,0.026963073453707395,0.8729347015346287
01095,0.053545944108013575,0.037493902922918605,0.88927325141075
01097,0.02971571290883517,0.02749507140809388,0.8808889169412909
01099,0.018810948577854078,0.017740599084142855,0.8900747853029812
01101,0.16053785374747087,0.020789914706243983,0.8974655963301796
01103,0.05444721344327043,0.034229769413954544,0.881301872433859
01105,0.03217929318237353,0.025980564948624454,0.880054641426348
01107,0.02689105588563439,0.017230679499353616,0.8887103496962243
01109,0.15173623320544605,0.017166282303536465,0.8971413008367028
01111,0.14662710210631508,0.09891906167064085,0.9006626556619544
01113,0.14801656618854753,0.024281087575597195,0.897958724796567
01115,0.16666857592158243,0.03714172359329163,0.8937434865365516
01117,0.03520316050435889,0.033720553837355095,0.8897587937269062
01119,0.025908852131434946,0.01724075151612857,0.8911157545160809
01121,0.1575001158853435,0.03540097342815433,0.8963297748748319
01123,0.15799972004332408,0.0019051175235830294,0.8971576180193469
01125,0.026831138739108328,0.024796579489662653,0.8782945193047923
01127,0.03385586200127239,0.030203526651362504,0.8787258108009814
01129,0.021047657209022033,0.01484868064288974,0.8818454447534461
01131,0.03597010682556215,0.013348043229148537,0.8868785508707491
01133,0.03454903420654731,0.032089309224698125,0.8716776931221005
02020,0.5173509940334964,0.49376906233742884,0.768513891343578
02063,0.007163284419475379,0.007163284419475379,0.007163284419475379
02066,0.25300019618680336,0.25300019618680336,0.25300019618680336
02068,0.30766655993382364,0.30766655993382364,0.7191388144832584
